Brand,Family,Generation,Series,Model,CPU_Name,Launch_Year,Launch_Quarter,Platform,Socket,Architecture,Codename,Process_Node_nm,Die_Size_mm2,Transistors_Billion,Chiplet_Design,Cores_Physical,Cores_Efficiency,Cores_Performance,Threads,Base_Clock_GHz,Boost_Clock_GHz,All_Core_Boost_GHz,Cache_L1_KB,Cache_L2_MB,Cache_L3_MB,TDP_W,PBP_W,MTP_W,Unlocked_Multiplier,Integrated_Graphics,iGPU_Model,iGPU_EUs,iGPU_Execution_Units,iGPU_Base_MHz,iGPU_Boost_MHz,Memory_Type,Memory_Channels,Max_Memory_GB,Memory_Speed_MHz,ECC_Support,PCIe_Version,PCIe_Lanes,PCIe_Lanes_CPU,Hyperthreading,XMP_Support,EXPO_Support,Overclocking_Support,AVX_Support,AVX512_Support,AES_NI,TSX,SGX,VT_x,VT_d,TXT,FCLK_MHz,Ring_Bus,Mesh_Interconnect,Boost_Technology,Thermal_Velocity_Boost,Turbo_Boost_Version,Max_Operating_Temp_C,Cooler_Included,Recommended_Chipsets,Launch_MSRP_USD,Current_Tier,Segment,Use_Case,Product_Line,Multi_Core_Score_Cinebench_R23,Single_Core_Score_Cinebench_R23,Passmark_Score,Geekbench5_Single,Geekbench5_Multi,Power_Efficiency_Rating,Notes
Intel,Core i3,7th Gen,i3-7xxx,i3-7100,Intel Core i3-7100,2017,Q1,Desktop,LGA1151,Kaby Lake,Kaby Lake,14,126,3.0,No,2,0,2,4,3.9,3.9,3.9,64,512KB,3,51,51,51,No,Yes,Intel HD 630,24,24,350,1100,DDR4/DDR3L,2,64,2400,No,PCIe 3.0,16,16,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,N/A,No,2.0,100,No,"H270,B250,Z270,H110,B150,Z170",117,Budget,Desktop,Home/Office,3800,950,5200,870,3100,Fair,Kaby Lake entry dual-core
Intel,Core i3,7th Gen,i3-7xxx,i3-7300,Intel Core i3-7300,2017,Q1,Desktop,LGA1151,Kaby Lake,Kaby Lake,14,126,3.0,No,2,0,2,4,4.0,4.0,4.0,64,512KB,4,51,51,51,No,Yes,Intel HD 630,24,24,350,1150,DDR4/DDR3L,2,64,2400,No,PCIe 3.0,16,16,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,N/A,No,2.0,100,No,"H270,B250,Z270",143,Budget,Desktop,Home/Office,4100,980,5500,890,3200,Fair,Kaby Lake mid dual-core
Intel,Core i5,7th Gen,i5-7xxx,i5-7400,Intel Core i5-7400,2017,Q1,Desktop,LGA1151,Kaby Lake,Kaby Lake,14,126,3.0,No,4,0,4,4,3.0,3.5,3.3,64,1MB,6,65,65,65,No,Yes,Intel HD 630,24,24,350,1000,DDR4/DDR3L,2,64,2400,No,PCIe 3.0,16,16,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,Turbo Boost,No,2.0,100,No,"H270,B250,Z270,H110,B150",182,Budget,Desktop,Gaming/Office,5200,1020,7200,940,4200,Fair,Kaby Lake quad-core no HT
Intel,Core i5,7th Gen,i5-7xxx,i5-7500,Intel Core i5-7500,2017,Q1,Desktop,LGA1151,Kaby Lake,Kaby Lake,14,126,3.0,No,4,0,4,4,3.4,3.8,3.6,64,1MB,6,65,65,65,No,Yes,Intel HD 630,24,24,350,1100,DDR4/DDR3L,2,64,2400,No,PCIe 3.0,16,16,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,Turbo Boost,No,2.0,100,No,"H270,B250,Z270,H110",192,Mid-Range,Desktop,Gaming/Office,5800,1060,7800,960,4400,Fair,Kaby Lake quad-core no HT
Intel,Core i5,7th Gen,i5-7xxx,i5-7600K,Intel Core i5-7600K,2017,Q1,Desktop,LGA1151,Kaby Lake,Kaby Lake,14,126,3.0,No,4,0,4,4,3.8,4.2,4.0,64,1MB,6,91,91,91,Yes,Yes,Intel HD 630,24,24,350,1150,DDR4/DDR3L,2,64,2400,No,PCIe 3.0,16,16,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,Turbo Boost,No,2.0,100,No,"Z270,Z170",242,Mid-Range,Desktop,Gaming,6500,1120,8500,1000,4600,Fair,Kaby Lake unlocked quad-core
Intel,Core i7,7th Gen,i7-7xxx,i7-7700,Intel Core i7-7700,2017,Q1,Desktop,LGA1151,Kaby Lake,Kaby Lake,14,126,3.0,No,4,0,4,8,3.6,4.2,4.0,64,1MB,8,65,65,65,No,Yes,Intel HD 630,24,24,350,1150,DDR4/DDR3L,2,64,2400,No,PCIe 3.0,16,16,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,Turbo Boost,No,2.0,100,No,"H270,B250,Z270",303,High-End,Desktop,Gaming/Productivity,8200,1160,10200,1050,6500,Fair,Kaby Lake HT quad flagship
Intel,Core i7,7th Gen,i7-7xxx,i7-7700K,Intel Core i7-7700K,2017,Q1,Desktop,LGA1151,Kaby Lake,Kaby Lake,14,126,3.0,No,4,0,4,8,4.2,4.5,4.4,64,1MB,8,91,91,91,Yes,Yes,Intel HD 630,24,24,350,1150,DDR4/DDR3L,2,64,2400,No,PCIe 3.0,16,16,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,Turbo Boost,No,2.0,100,No,"Z270,Z170",339,High-End,Desktop,Gaming,8800,1220,11000,1080,6800,Fair,Kaby Lake unlocked enthusiast
Intel,Core i3,8th Gen,i3-8xxx,i3-8100,Intel Core i3-8100,2017,Q4,Desktop,LGA1151v2,Coffee Lake,Coffee Lake,14+,149.6,3.0,No,4,0,4,4,3.6,3.6,3.6,256,512KB,6,65,65,65,No,Yes,Intel UHD 630,24,24,350,1100,DDR4,2,64,2400,No,PCIe 3.0,16,16,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,N/A,No,N/A,100,No,"H370,B360,Z370,H310,B365",117,Budget,Desktop,Home/Office,5500,1050,7500,960,4500,Fair,Coffee Lake quad-core i3 first time
Intel,Core i5,8th Gen,i5-8xxx,i5-8400,Intel Core i5-8400,2017,Q4,Desktop,LGA1151v2,Coffee Lake,Coffee Lake,14+,149.6,3.0,No,6,0,6,6,2.8,4.0,3.8,192,1.5MB,9,65,65,65,No,Yes,Intel UHD 630,24,24,350,1050,DDR4,2,64,2000,No,PCIe 3.0,16,16,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,Turbo Boost,No,2.0,100,No,"H370,B360,Z370,H310",182,Mid-Range,Desktop,Gaming/Office,8500,1080,11500,1010,6200,Good,Coffee Lake 6-core mainstream
Intel,Core i5,8th Gen,i5-8xxx,i5-8600K,Intel Core i5-8600K,2017,Q4,Desktop,LGA1151v2,Coffee Lake,Coffee Lake,14+,149.6,3.0,No,6,0,6,6,3.6,4.3,4.1,192,1.5MB,9,95,95,95,Yes,Yes,Intel UHD 630,24,24,350,1150,DDR4,2,64,2666,No,PCIe 3.0,16,16,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,400,Yes,No,Turbo Boost,No,2.0,100,No,"Z370",257,Mid-Range,Desktop,Gaming,9800,1160,12500,1060,6800,Good,Coffee Lake unlocked 6-core
